"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683212,1248574,2020,1,"January",6,"Saturday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2679515,1249329,2020,1,"January",6,"Saturday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2681951,1251837,2020,1,"January",6,"Saturday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2680402,1247544,2020,1,"January",6,"Saturday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680157,1247423,2020,1,"January",6,"Saturday","14h-15h"
"Other","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2683386,1248318,2020,1,"January",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682448,1248852,2020,1,"January",6,"Saturday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680916,1247835,2020,1,"January",6,"Saturday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679366,1247320,2020,1,"January",6,"Saturday","18h-19h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680602,1248591,2020,1,"January",6,"Saturday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683712,1251510,2020,1,"January",6,"Saturday","20h-21h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679616,1253306,2020,1,"January",6,"Saturday","20h-21h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2685984,1251428,2020,1,"January",7,"Sunday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681732,1249956,2020,1,"January",7,"Sunday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681728,1245798,2020,1,"January",7,"Sunday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2681749,1250413,2020,1,"January",7,"Sunday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2680268,1246973,2020,1,"January",7,"Sunday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681526,1245850,2020,1,"January",7,"Sunday","17h-18h"
"Skidding or self-accident","Light injuries",TRUE,FALSE,TRUE,"Principal road",2682641,1250226,2020,1,"January",7,"Sunday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2679994,1252973,2020,1,"January",7,"Sunday","22h-23h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2679194,1249037,2020,1,"January",7,"Sunday","22h-23h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2678640,1249791,2020,1,"January",1,"Monday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683212,1246931,2020,1,"January",1,"Monday","10h-11h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2684413,1251025,2020,1,"January",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680959,1246312,2020,1,"January",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683812,1252809,2020,1,"January",1,"Monday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247187,2020,1,"January",1,"Monday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681887,1249544,2020,1,"January",1,"Monday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2686301,1250701,2020,1,"January",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2679042,1249946,2020,1,"January",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683516,1251696,2020,1,"January",1,"Monday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2681969,1246928,2020,1,"January",1,"Monday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684543,1250971,2020,1,"January",2,"Tuesday","06h-07h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683159,1248637,2020,1,"January",2,"Tuesday","06h-07h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2680933,1248022,2020,1,"January",2,"Tuesday","06h-07h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681525,1246368,2020,1,"January",2,"Tuesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682734,1247350,2020,1,"January",2,"Tuesday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2685175,1246584,2020,1,"January",2,"Tuesday","09h-10h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683135,1249460,2020,1,"January",2,"Tuesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681046,1247970,2020,1,"January",2,"Tuesday","11h-12h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2683713,1250457,2020,1,"January",2,"Tuesday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683343,1248199,2020,1,"January",2,"Tuesday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683741,1246506,2020,1,"January",2,"Tuesday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681041,1249309,2020,1,"January",2,"Tuesday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683642,1247661,2020,1,"January",2,"Tuesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2677687,1247042,2020,1,"January",2,"Tuesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681237,1247178,2020,1,"January",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682315,1248370,2020,1,"January",2,"Tuesday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680433,1248799,2020,1,"January",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680452,1247497,2020,1,"January",2,"Tuesday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2679825,1248125,2020,1,"January",2,"Tuesday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685639,1245305,2020,1,"January",3,"Wednesday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682964,1250310,2020,1,"January",3,"Wednesday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681721,1245593,2020,1,"January",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682803,1247375,2020,1,"January",3,"Wednesday","10h-11h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2685549,1248466,2020,1,"January",3,"Wednesday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2684676,1247590,2020,1,"January",3,"Wednesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682784,1251132,2020,1,"January",3,"Wednesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683525,1247741,2020,1,"January",3,"Wednesday","14h-15h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683068,1249545,2020,1,"January",3,"Wednesday","15h-16h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Principal road",2683791,1248312,2020,1,"January",3,"Wednesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682871,1245586,2020,1,"January",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679807,1248475,2020,1,"January",3,"Wednesday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2680821,1247099,2020,1,"January",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683123,1246662,2020,1,"January",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2684886,1244859,2020,1,"January",3,"Wednesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682815,1247575,2020,1,"January",4,"Thursday","03h-04h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682569,1248919,2020,1,"January",4,"Thursday","05h-06h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2679621,1253327,2020,1,"January",4,"Thursday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682892,1246679,2020,1,"January",4,"Thursday","07h-08h"
"Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2684118,1247158,2020,1,"January",4,"Thursday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682813,1247469,2020,1,"January",4,"Thursday","09h-10h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2681637,1251994,2020,1,"January",4,"Thursday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682690,1250248,2020,1,"January",4,"Thursday","10h-11h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2682145,1247087,2020,1,"January",4,"Thursday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683469,1251689,2020,1,"January",4,"Thursday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681643,1252087,2020,1,"January",4,"Thursday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680551,1245114,2020,1,"January",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2685241,1251500,2020,1,"January",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683620,1252353,2020,1,"January",4,"Thursday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2685302,1251579,2020,1,"January",4,"Thursday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684390,1247095,2020,1,"January",4,"Thursday","18h-19h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683624,1251449,2020,1,"January",4,"Thursday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681288,1253931,2020,1,"January",4,"Thursday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681024,1246205,2020,1,"January",5,"Friday","07h-08h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683330,1246798,2020,1,"January",5,"Friday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682666,1252068,2020,1,"January",5,"Friday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682937,1247907,2020,1,"January",5,"Friday","08h-09h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Principal road",2684797,1246859,2020,1,"January",5,"Friday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247160,2020,1,"January",5,"Friday","09h-10h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680862,1248081,2020,1,"January",5,"Friday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682861,1247403,2020,1,"January",5,"Friday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682444,1249727,2020,1,"January",5,"Friday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683294,1253625,2020,1,"January",5,"Friday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682669,1250211,2020,1,"January",5,"Friday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682096,1243368,2020,1,"January",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682648,1243631,2020,1,"January",5,"Friday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684790,1251769,2020,1,"January",5,"Friday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679327,1248686,2020,1,"January",5,"Friday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679468,1249179,2020,1,"January",5,"Friday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682490,1246388,2020,1,"January",5,"Friday","19h-20h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2686958,1251191,2020,1,"January",5,"Friday","23h-00h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2686955,1251199,2020,1,"January",5,"Friday","23h-00h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681693,1247272,2020,1,"January",6,"Saturday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683795,1247038,2020,1,"January",6,"Saturday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684149,1253366,2020,1,"January",6,"Saturday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682321,1249149,2020,1,"January",6,"Saturday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Expressway",2683498,1249696,2020,1,"January",6,"Saturday","14h-15h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683172,1247662,2020,1,"January",6,"Saturday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682906,1247802,2020,1,"January",6,"Saturday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2686646,1251337,2020,1,"January",6,"Saturday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681195,1250359,2020,1,"January",6,"Saturday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681987,1249721,2020,1,"January",6,"Saturday","22h-23h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682757,1247559,2020,1,"January",7,"Sunday","03h-04h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682412,1248574,2020,1,"January",7,"Sunday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684654,1247805,2020,1,"January",7,"Sunday","08h-09h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684978,1247794,2020,1,"January",7,"Sunday","09h-10h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2681911,1247948,2020,1,"January",7,"Sunday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682490,1247187,2020,1,"January",7,"Sunday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683360,1250424,2020,1,"January",7,"Sunday","12h-13h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682509,1248782,2020,1,"January",7,"Sunday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684375,1248281,2020,1,"January",7,"Sunday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2681495,1244267,2020,1,"January",7,"Sunday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681490,1249572,2020,1,"January",7,"Sunday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682932,1247794,2020,1,"January",7,"Sunday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682731,1247600,2020,1,"January",1,"Monday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680490,1248673,2020,1,"January",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684668,1246310,2020,1,"January",1,"Monday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682564,1244482,2020,1,"January",1,"Monday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2684592,1245190,2020,1,"January",1,"Monday","11h-12h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684708,1252075,2020,1,"January",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682708,1249871,2020,1,"January",1,"Monday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682938,1248333,2020,1,"January",1,"Monday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682857,1247826,2020,1,"January",1,"Monday","15h-16h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2683628,1253020,2020,1,"January",1,"Monday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680626,1246157,2020,1,"January",1,"Monday","16h-17h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681803,1246619,2020,1,"January",1,"Monday","20h-21h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Motorway",2685172,1251434,2020,1,"January",2,"Tuesday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682982,1246735,2020,1,"January",2,"Tuesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682842,1247126,2020,1,"January",2,"Tuesday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682436,1247304,2020,1,"January",2,"Tuesday","07h-08h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682913,1250585,2020,1,"January",2,"Tuesday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682555,1244345,2020,1,"January",2,"Tuesday","09h-10h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2681621,1246332,2020,1,"January",2,"Tuesday","13h-14h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683851,1252874,2020,1,"January",2,"Tuesday","16h-17h"
