"","type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","weekday","hour","date","accidents"
"43358","Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2680284,1253109,"Saturday","16h-17h",2020-02-01,1
"43359","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682028,1248936,"Saturday","18h-19h",2020-02-01,1
"43360","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682072,1247997,"Saturday","18h-19h",2020-02-01,1
"43361","Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683528,1252026,"Saturday","19h-20h",2020-02-01,1
"43362","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682266,1247538,"Saturday","20h-21h",2020-02-01,1
"43363","Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2681994,1249705,"Sunday","00h-01h",2020-02-01,1
"43364","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681355,1247163,"Sunday","11h-12h",2020-02-01,1
"43365","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684194,1247417,"Sunday","14h-15h",2020-02-01,1
"43366","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683013,1248185,"Sunday","15h-16h",2020-02-01,1
"43367","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683799,1247043,"Sunday","16h-17h",2020-02-01,1
"43368","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680079,1253467,"Sunday","17h-18h",2020-02-01,1
"43369","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679330,1247559,"Sunday","17h-18h",2020-02-01,1
"43370",NA,"Property damage",FALSE,FALSE,FALSE,"Motorway",2680074,1253469,"Sunday","17h-18h",2020-02-01,1
"43371","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679974,1253443,"Monday","06h-07h",2020-02-01,1
"43372","Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2681070,1249738,"Monday","06h-07h",2020-02-01,1
"43373","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681056,1245617,"Monday","08h-09h",2020-02-01,1
"43374","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2679594,1253326,"Monday","09h-10h",2020-02-01,1
"43375","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681149,1247685,"Monday","10h-11h",2020-02-01,1
"43376","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679040,1249331,"Monday","10h-11h",2020-02-01,1
"43377","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682575,1247525,"Monday","10h-11h",2020-02-01,1
"43378","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682917,1253243,"Monday","11h-12h",2020-02-01,1
"43379","Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2683177,1246919,"Monday","11h-12h",2020-02-01,1
"43380","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680096,1250764,"Monday","11h-12h",2020-02-01,1
"43381","Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2680983,1252821,"Monday","13h-14h",2020-02-01,1
"43382","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682470,1248602,"Monday","15h-16h",2020-02-01,1
"43383","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2684422,1251057,"Monday","15h-16h",2020-02-01,1
"43384","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681526,1248964,"Monday","16h-17h",2020-02-01,1
"43385",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683653,1253619,"Monday","18h-19h",2020-02-01,1
"43386","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682655,1248642,"Monday","18h-19h",2020-02-01,1
"43387","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2680176,1253475,"Monday","23h-00h",2020-02-01,1
"43388","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682238,1247853,"Monday","23h-00h",2020-02-01,1
"43389","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2679468,1249593,"Tuesday","06h-07h",2020-02-01,1
"43390","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682301,1248088,"Tuesday","11h-12h",2020-02-01,1
"43391","Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680170,1249569,"Tuesday","12h-13h",2020-02-01,1
"43392","Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683299,1247660,"Tuesday","14h-15h",2020-02-01,1
"43393","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684519,1246438,"Tuesday","14h-15h",2020-02-01,1
"43394","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683315,1247775,"Tuesday","15h-16h",2020-02-01,1
"43395","Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2683560,1250025,"Tuesday","16h-17h",2020-02-01,1
"43396","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2685305,1251577,"Tuesday","16h-17h",2020-02-01,1
"43397","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2681288,1253930,"Tuesday","16h-17h",2020-02-01,1
"43398",NA,"Light injuries",FALSE,TRUE,FALSE,"Minor road",2683399,1246794,"Tuesday","17h-18h",2020-02-01,1
"43399","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684425,1251690,"Tuesday","20h-21h",2020-02-01,1
"43400","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682149,1247085,"Tuesday","20h-21h",2020-02-01,1
"43401","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683584,1246740,"Tuesday","21h-22h",2020-02-01,1
"43402","Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2683045,1249122,"Wednesday","07h-08h",2020-02-01,1
"43403","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2685462,1246002,"Wednesday","08h-09h",2020-02-01,1
"43404","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,TRUE,"Minor road",2682289,1247866,"Wednesday","09h-10h",2020-02-01,1
"43405","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683824,1251478,"Wednesday","10h-11h",2020-02-01,1
"43406","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683780,1246260,"Wednesday","11h-12h",2020-02-01,1
"43407","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682522,1246635,"Wednesday","11h-12h",2020-02-01,1
"43408","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682207,1251593,"Wednesday","13h-14h",2020-02-01,1
"43409","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683426,1246808,"Wednesday","15h-16h",2020-02-01,1
"43410","Turning-into main road","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683219,1251596,"Wednesday","16h-17h",2020-02-01,1
"43411","Crossing the lane(s)","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681972,1246066,"Wednesday","16h-17h",2020-02-01,1
"43412","Turning left or right","Severe injuries",FALSE,TRUE,FALSE,"Principal road",2687262,1250237,"Wednesday","17h-18h",2020-02-01,1
"43413","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684649,1247836,"Wednesday","17h-18h",2020-02-01,1
"43414","Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682053,1245218,"Wednesday","18h-19h",2020-02-01,1
"43415","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2681981,1246069,"Wednesday","18h-19h",2020-02-01,1
"43416","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2684874,1251726,"Wednesday","19h-20h",2020-02-01,1
"43417","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679275,1249237,"Thursday","06h-07h",2020-02-01,1
"43418","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683331,1243297,"Thursday","07h-08h",2020-02-01,1
"43419","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681713,1243474,"Thursday","08h-09h",2020-02-01,1
"43420","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683729,1249035,"Thursday","08h-09h",2020-02-01,1
"43421","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683748,1250878,"Thursday","08h-09h",2020-02-01,1
"43422","Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2683515,1252375,"Thursday","08h-09h",2020-02-01,1
"43423","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686377,1250806,"Thursday","10h-11h",2020-02-01,1
"43424","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683658,1246560,"Thursday","10h-11h",2020-02-01,1
"43425","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685607,1248406,"Thursday","13h-14h",2020-02-01,1
"43426","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682637,1248652,"Thursday","13h-14h",2020-02-01,1
"43427","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682754,1252700,"Thursday","13h-14h",2020-02-01,1
"43428","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684930,1246094,"Thursday","14h-15h",2020-02-01,1
"43429","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679648,1248918,"Thursday","14h-15h",2020-02-01,1
"43430","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680362,1253547,"Thursday","15h-16h",2020-02-01,1
"43431",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2680367,1247554,"Thursday","16h-17h",2020-02-01,1
"43432","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682979,1249105,"Thursday","16h-17h",2020-02-01,1
"43433","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2686988,1251192,"Thursday","17h-18h",2020-02-01,1
"43434",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2681716,1248247,"Thursday","18h-19h",2020-02-01,1
"43435","Parking","Property damage",FALSE,FALSE,TRUE,"Minor road",2682579,1250560,"Thursday","18h-19h",2020-02-01,1
"43436","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679060,1250031,"Thursday","19h-20h",2020-02-01,1
"43437","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2686464,1251267,"Thursday","23h-00h",2020-02-01,1
"43438","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682214,1248245,"Friday","01h-02h",2020-02-01,1
"43439",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683044,1248007,"Friday","06h-07h",2020-02-01,1
"43440","Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2685204,1246148,"Friday","06h-07h",2020-02-01,1
"43441","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682230,1248778,"Friday","07h-08h",2020-02-01,1
"43442",NA,"Property damage",FALSE,FALSE,FALSE,"Expressway",2682931,1248894,"Friday","07h-08h",2020-02-01,1
"43443","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682130,1248049,"Friday","09h-10h",2020-02-01,1
"43444","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679308,1247775,"Friday","09h-10h",2020-02-01,1
"43445","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683616,1250925,"Friday","09h-10h",2020-02-01,1
"43446","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682237,1248135,"Friday","12h-13h",2020-02-01,1
"43447","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682220,1247596,"Friday","12h-13h",2020-02-01,1
"43448","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2680169,1253493,"Friday","14h-15h",2020-02-01,1
"43449",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2680719,1249452,"Friday","14h-15h",2020-02-01,1
"43450","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681733,1243475,"Friday","14h-15h",2020-02-01,1
"43451","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678931,1249797,"Friday","14h-15h",2020-02-01,1
"43452","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2684318,1250885,"Friday","15h-16h",2020-02-01,1
"43453","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681007,1249317,"Friday","16h-17h",2020-02-01,1
"43454",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683952,1251687,"Friday","17h-18h",2020-02-01,1
"43455","Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2683581,1246894,"Friday","18h-19h",2020-02-01,1
"43456","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682609,1245434,"Friday","19h-20h",2020-02-01,1
"43457","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681522,1252050,"Friday","19h-20h",2020-02-01,1
"43458","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683699,1246703,"Friday","19h-20h",2020-02-01,1
"43459","Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2682895,1247697,"Friday","22h-23h",2020-02-01,1
"43460","Accident involving pedestrian(s)","Property damage",TRUE,FALSE,FALSE,"Minor road",2682989,1248243,"Saturday","02h-03h",2020-02-01,1
"43461","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683743,1250955,"Saturday","10h-11h",2020-02-01,1
"43462","Other","Light injuries",FALSE,FALSE,FALSE,"Minor road",2679053,1247698,"Saturday","11h-12h",2020-02-01,1
"43463","Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2681492,1245869,"Saturday","12h-13h",2020-02-01,1
"43464","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680761,1245937,"Saturday","12h-13h",2020-02-01,1
"43465","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681672,1248070,"Saturday","14h-15h",2020-02-01,1
"43466","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680530,1248465,"Saturday","14h-15h",2020-02-01,1
"43467","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683545,1247601,"Saturday","16h-17h",2020-02-01,1
"43468","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684096,1250756,"Saturday","16h-17h",2020-02-01,1
"43469","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682481,1246851,"Saturday","17h-18h",2020-02-01,1
"43470","Other","Light injuries",FALSE,FALSE,FALSE,"Other",2685280,1247489,"Saturday","18h-19h",2020-02-01,1
"43471","Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682145,1247827,"Saturday","18h-19h",2020-02-01,1
"43472","Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679776,1246876,"Saturday","18h-19h",2020-02-01,1
"43473","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684180,1252014,"Saturday","19h-20h",2020-02-01,1
"43474","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681459,1247992,"Saturday","19h-20h",2020-02-01,1
"43475","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679597,1247163,"Saturday","20h-21h",2020-02-01,1
"43476","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683531,1246964,"Saturday","21h-22h",2020-02-01,1
"43477","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683752,1246518,"Saturday","22h-23h",2020-02-01,1
"43478","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683514,1246845,"Sunday","01h-02h",2020-02-01,1
"43479","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682950,1252093,"Sunday","07h-08h",2020-02-01,1
"43480","Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682919,1248854,"Sunday","12h-13h",2020-02-01,1
"43481","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681747,1250378,"Sunday","13h-14h",2020-02-01,1
"43482","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682759,1247546,"Sunday","13h-14h",2020-02-01,1
"43483","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2687729,1245857,"Sunday","15h-16h",2020-02-01,1
"43484","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682951,1251553,"Sunday","15h-16h",2020-02-01,1
"43485","Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2681759,1248027,"Sunday","20h-21h",2020-02-01,1
"43486","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683490,1247021,"Monday","02h-03h",2020-02-01,1
"43487","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682990,1247784,"Monday","07h-08h",2020-02-01,1
"43488","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682834,1246639,"Monday","09h-10h",2020-02-01,1
"43489","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680589,1247382,"Monday","09h-10h",2020-02-01,1
"43490","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684280,1252359,"Monday","11h-12h",2020-02-01,1
"43491","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683532,1251779,"Monday","11h-12h",2020-02-01,1
"43492","Accident involving pedestrian(s)","Property damage",TRUE,TRUE,FALSE,"Minor road",2682274,1246960,"Monday","11h-12h",2020-02-01,1
"43493","Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682341,1248420,"Monday","11h-12h",2020-02-01,1
"43494","Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2681842,1249482,"Monday","12h-13h",2020-02-01,1
"43495","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2680457,1247472,"Monday","13h-14h",2020-02-01,1
"43496","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683661,1248254,"Monday","14h-15h",2020-02-01,1
"43497","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682996,1251816,"Monday","14h-15h",2020-02-01,1
"43498","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Other",2679250,1249460,"Monday","14h-15h",2020-02-01,1
"43499","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683064,1253542,"Monday","15h-16h",2020-02-01,1
"43500","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682252,1247061,"Monday","15h-16h",2020-02-01,1
"43501","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2679979,1253445,"Monday","15h-16h",2020-02-01,1
"43502",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683523,1246817,"Monday","15h-16h",2020-02-01,1
"43503","Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2680761,1249929,"Monday","16h-17h",2020-02-01,1
"43504","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684024,1245759,"Monday","17h-18h",2020-02-01,1
"43505","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682539,1244037,"Monday","17h-18h",2020-02-01,1
"43506","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683973,1252805,"Monday","18h-19h",2020-02-01,1
"43507","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2681549,1252113,"Monday","21h-22h",2020-02-01,1
"43508","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684046,1245999,"Tuesday","08h-09h",2020-02-01,1
"43509",NA,"Property damage",FALSE,TRUE,FALSE,"Minor road",2685886,1244951,"Tuesday","08h-09h",2020-02-01,1
"43510","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2679979,1253444,"Tuesday","09h-10h",2020-02-01,1
"43511","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682872,1248884,"Tuesday","11h-12h",2020-02-01,1
"43512","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682907,1247555,"Tuesday","12h-13h",2020-02-01,1
"43513","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2685897,1245492,"Tuesday","15h-16h",2020-02-01,1
"43514","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682260,1247544,"Tuesday","18h-19h",2020-02-01,1
"43515","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683534,1247591,"Tuesday","18h-19h",2020-02-01,1
"43516","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682285,1245653,"Tuesday","22h-23h",2020-02-01,1
"43517","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683802,1252557,"Wednesday","01h-02h",2020-02-01,1
"43518","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682215,1248071,"Wednesday","05h-06h",2020-02-01,1
"43519","Turning-into main road","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682617,1245654,"Wednesday","08h-09h",2020-02-01,1
"43520","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2681114,1249533,"Wednesday","08h-09h",2020-02-01,1
"43521","Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2678768,1248918,"Wednesday","08h-09h",2020-02-01,1
"43522","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683814,1253827,"Wednesday","10h-11h",2020-02-01,1
"43523","Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682776,1245958,"Wednesday","10h-11h",2020-02-01,1
"43524","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2684478,1252128,"Wednesday","10h-11h",2020-02-01,1
"43525","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679285,1249811,"Wednesday","12h-13h",2020-02-01,1
"43526","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Principal road",2686218,1251192,"Wednesday","12h-13h",2020-02-01,1
"43527","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684557,1245225,"Wednesday","15h-16h",2020-02-01,1
"43528","Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2682855,1247326,"Wednesday","16h-17h",2020-02-01,1
"43529","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684455,1250935,"Wednesday","17h-18h",2020-02-01,1
"43530","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2686575,1250781,"Wednesday","17h-18h",2020-02-01,1
"43531","Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2678908,1249164,"Wednesday","17h-18h",2020-02-01,1
"43532","Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682716,1243445,"Wednesday","20h-21h",2020-02-01,1
"43533","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2678989,1249119,"Wednesday","21h-22h",2020-02-01,1
"43534","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2680874,1250175,"Thursday","06h-07h",2020-02-01,1
"43535","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682086,1245283,"Thursday","08h-09h",2020-02-01,1
"43536",NA,"Property damage",FALSE,FALSE,FALSE,"Motorway",2681200,1244250,"Thursday","09h-10h",2020-02-01,1
"43537","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683495,1251789,"Thursday","10h-11h",2020-02-01,1
"43538","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679320,1249457,"Thursday","12h-13h",2020-02-01,1
"43539","Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2683728,1246992,"Thursday","12h-13h",2020-02-01,1
"43540","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684788,1246243,"Thursday","14h-15h",2020-02-01,1
"43541","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681609,1248068,"Thursday","14h-15h",2020-02-01,1
"43542","Parking","Property damage",FALSE,TRUE,FALSE,"Minor road",2682696,1248465,"Thursday","14h-15h",2020-02-01,1
"43543",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683324,1247998,"Thursday","14h-15h",2020-02-01,1
"43544","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682598,1248564,"Thursday","15h-16h",2020-02-01,1
"43545","Other","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683305,1248014,"Thursday","18h-19h",2020-02-01,1
"43546","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680336,1247575,"Thursday","18h-19h",2020-02-01,1
"43547","Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2682977,1251196,"Thursday","19h-20h",2020-02-01,1
"43548","Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680807,1248015,"Thursday","19h-20h",2020-02-01,1
"43549","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683299,1252858,"Thursday","21h-22h",2020-02-01,1
"43550",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683856,1247200,"Thursday","21h-22h",2020-02-01,1
"43551","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686297,1250863,"Friday","03h-04h",2020-02-01,1
"43552",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2684058,1245683,"Friday","07h-08h",2020-02-01,1
"43553","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681813,1249453,"Friday","08h-09h",2020-02-01,1
"43554","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680353,1251413,"Friday","08h-09h",2020-02-01,1
"43555","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682259,1248983,"Friday","10h-11h",2020-02-01,1
"43556","Turning-into main road","Light injuries",FALSE,FALSE,FALSE,"Minor road",2679932,1249048,"Friday","10h-11h",2020-02-01,1
"43557","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684516,1245944,"Friday","10h-11h",2020-02-01,1
"43558","Other","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680166,1250637,"Friday","10h-11h",2020-02-01,1
"43559","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683713,1248631,"Friday","11h-12h",2020-02-01,1
"43560","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679908,1250806,"Friday","11h-12h",2020-02-01,1
"43561","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681844,1246019,"Friday","12h-13h",2020-02-01,1
"43562","Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2680780,1247997,"Friday","14h-15h",2020-02-01,1
"43563","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683260,1247050,"Friday","14h-15h",2020-02-01,1
"43564","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684526,1251012,"Friday","17h-18h",2020-02-01,1
"43565","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685207,1246611,"Friday","21h-22h",2020-02-01,1
"43566","Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Other",2680865,1249586,"Friday","21h-22h",2020-02-01,1
